spec_id,symbol,source_type,valid_from,valid_to_exclusive,payout_model,underlying,quote_currency,settlement_currency,margin_currency,multiplier_major,multiplier_currency,multiplier_raw,evidence_confidence,missing_fields,field_provenance,source_urls,data_source_commit,metadata_row_sha256,notes
ACEUSDTZ23-SNAPSHOT-0f84148052e0,ACEUSDTZ23,BITMEX_INSTRUMENT_SNAPSHOT,2023-12-12T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ACE,USDT,USDT,USDT,1,ACE,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,0f84148052e04ca6f0cdeebc29cc1f312527fb2c7994c497d7590510ddfa1b02,Current snapshot version generated locally without network access.
ACTUSDT-SNAPSHOT-096931a7d646,ACTUSDT,BITMEX_INSTRUMENT_SNAPSHOT,2024-11-11T12:00:00Z,9999-12-31T00:00:00Z,LINEAR,ACT,USDT,USDT,USDT,1,ACT,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,096931a7d646e5cd24635843924973c514953822128700ba83331f33d2ed3ae2,Current snapshot version generated locally without network access.
ADAF18-SNAPSHOT-4a42134013e3,ADAF18,BITMEX_INSTRUMENT_SNAPSHOT,2018-01-08T03:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,4a42134013e31a468dd94e8bb80d5ab9843f13f7b459ad68c475c1f39debd1ff,Current snapshot version generated locally without network access.
ADAH18-SNAPSHOT-c2ac1ae5d5d6,ADAH18,BITMEX_INSTRUMENT_SNAPSHOT,2018-01-25T02:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,c2ac1ae5d5d6e482d90dc2ebb69648e2373e28d277987a06b0d63d03bbf6357d,Current snapshot version generated locally without network access.
ADAH19-SNAPSHOT-98c671518975,ADAH19,BITMEX_INSTRUMENT_SNAPSHOT,2018-12-17T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,98c671518975ac99e71c3c0eec262c7c93d88b58e0bd407d2d20bfd79689b392,Current snapshot version generated locally without network access.
ADAH20-SNAPSHOT-2aabeb175087,ADAH20,BITMEX_INSTRUMENT_SNAPSHOT,2019-12-13T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,2aabeb17508773fb2bab335d3eaf0ec8c7c45ee74098f128d2d1a277067cd521,Current snapshot version generated locally without network access.
ADAH21-SNAPSHOT-bf0ded736f9c,ADAH21,BITMEX_INSTRUMENT_SNAPSHOT,2020-12-11T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,bf0ded736f9c13d09692f45d1a2666abc0fa91737536db845d727b164a37abf4,Current snapshot version generated locally without network access.
ADAH22-SNAPSHOT-eabe3d8f909a,ADAH22,BITMEX_INSTRUMENT_SNAPSHOT,2021-12-22T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,eabe3d8f909a10bb63e137cbfbded5586b77fe7565507d656917f20aa5edd38a,Current snapshot version generated locally without network access.
ADAH23-SNAPSHOT-82fb3a24ccbf,ADAH23,BITMEX_INSTRUMENT_SNAPSHOT,2022-12-14T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,82fb3a24ccbf4b826785516b047466875d2da21c548677b121ff75e3ce0c8ecf,Current snapshot version generated locally without network access.
ADAH24-SNAPSHOT-1be53e1d2621,ADAH24,BITMEX_INSTRUMENT_SNAPSHOT,2023-12-12T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,1be53e1d2621b219851e4cdd025cdc5997e04e2b639f8b4491f7a109fd9db1f0,Current snapshot version generated locally without network access.
ADAH25-SNAPSHOT-019c6388bc42,ADAH25,BITMEX_INSTRUMENT_SNAPSHOT,2024-12-10T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,019c6388bc42dccfceeebb2e2f090567b583d94749f9e431ec8bc0dab30218a7,Current snapshot version generated locally without network access.
ADAH26-SNAPSHOT-187a6a9c16a0,ADAH26,BITMEX_INSTRUMENT_SNAPSHOT,2025-12-09T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,187a6a9c16a00803ffd8d940a44f184c9900f05638b8660734606c737b8ba25f,Current snapshot version generated locally without network access.
ADAM18-SNAPSHOT-53f02432db73,ADAM18,BITMEX_INSTRUMENT_SNAPSHOT,2018-03-29T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,53f02432db7307634cc06c44b7bfd42685c079356d416711f6115b2515689962,Current snapshot version generated locally without network access.
ADAM19-SNAPSHOT-567ff9defec9,ADAM19,BITMEX_INSTRUMENT_SNAPSHOT,2019-03-15T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,567ff9defec97c638625c4d0a8df79e8aafb10ecc83152c57fec45dd5efa3a16,Current snapshot version generated locally without network access.
ADAM20-SNAPSHOT-4785ccd7a68b,ADAM20,BITMEX_INSTRUMENT_SNAPSHOT,2020-03-13T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,4785ccd7a68b5581098e56fad643f67862d418be426906817718b8c73c1566db,Current snapshot version generated locally without network access.
ADAM21-SNAPSHOT-a4da9e0bf40b,ADAM21,BITMEX_INSTRUMENT_SNAPSHOT,2021-03-12T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,a4da9e0bf40b68c15e1b79fec59ed00748c68e925b2e14944024f432ad8cb801,Current snapshot version generated locally without network access.
ADAM22-SNAPSHOT-6c25ba8e007a,ADAM22,BITMEX_INSTRUMENT_SNAPSHOT,2022-03-16T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,6c25ba8e007a6165cbd49cfb57fd4eacd291c42e431fa6e5d8f2e3fea815ff32,Current snapshot version generated locally without network access.
ADAM23-SNAPSHOT-aabe8277c032,ADAM23,BITMEX_INSTRUMENT_SNAPSHOT,2023-03-14T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,aabe8277c0320d707fc92bf09e086838f5813922140d2550b10f5416659bbb20,Current snapshot version generated locally without network access.
ADAM24-SNAPSHOT-825618f17572,ADAM24,BITMEX_INSTRUMENT_SNAPSHOT,2024-03-12T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,825618f17572d2bf6bbf24cc75620fbda3cbbab14ff92a65c53abeb910f19cbc,Current snapshot version generated locally without network access.
ADAM25-SNAPSHOT-7b89ff2ea52d,ADAM25,BITMEX_INSTRUMENT_SNAPSHOT,2025-03-11T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,7b89ff2ea52d3c7380fad4127b4a9777ed7a74c5e7370604304834c8604204db,Current snapshot version generated locally without network access.
ADAM26-SNAPSHOT-7882d9549d10,ADAM26,BITMEX_INSTRUMENT_SNAPSHOT,2026-03-10T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,7882d9549d10e1e52b16ee2f8ec30bb84c088fb469e50ab8ca28c007299386af,Current snapshot version generated locally without network access.
ADAU18-SNAPSHOT-2101fe554b17,ADAU18,BITMEX_INSTRUMENT_SNAPSHOT,2018-06-19T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,2101fe554b17396419fc4528e02d0675bfb8127bae91a1bfc30ff763784865b1,Current snapshot version generated locally without network access.
ADAU19-SNAPSHOT-7c1a54e9b6af,ADAU19,BITMEX_INSTRUMENT_SNAPSHOT,2019-06-14T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,7c1a54e9b6afffa4fa694c9c5d7864a866016f330ab9c3af86896e359c0c60d6,Current snapshot version generated locally without network access.
ADAU20-SNAPSHOT-0a353cfb64b9,ADAU20,BITMEX_INSTRUMENT_SNAPSHOT,2020-06-12T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,0a353cfb64b9ab5fb9f20970d8b2a14278e649eea962d48cd519acaced594fc6,Current snapshot version generated locally without network access.
ADAU21-SNAPSHOT-4ad86b2af786,ADAU21,BITMEX_INSTRUMENT_SNAPSHOT,2021-06-16T08:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,1,ADA,100000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,4ad86b2af78658dc94b4ab43a9ab960d78bcd04df15f7112f083f463088841f8,Current snapshot version generated locally without network access.
ADAU22-SNAPSHOT-893bb866c9c5,ADAU22,BITMEX_INSTRUMENT_SNAPSHOT,2022-06-15T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,893bb866c9c57a075db03fc3444fdc26625d3015d367582b56fa06e8def8bebc,Current snapshot version generated locally without network access.
ADAU23-SNAPSHOT-d37b65b64b42,ADAU23,BITMEX_INSTRUMENT_SNAPSHOT,2023-06-14T04:00:00Z,9999-12-31T00:00:00Z,LINEAR,ADA,XBT,XBT,XBT,0.01,ADA,1000000,OFFICIAL_EXPLICIT,,"{""multiplier_major"": ""1 / underlyingToPositionMultiplier from the frozen instrument row"", ""snapshot_fields"": ""Directly retained from the complete frozen CSV row."", ""valid_interval"": ""listing through the registry snapshot horizon; not a claim about future exchange metadata.""}",https://docs.bitmex.com/api-explorer/get-instruments,f02a691c7f7cfd0cd08ffb7f13a656ebaf2c6ca6,d37b65b64b422a8de162dc27ce38dd0f4919eea6b1d301b044acb319a078391d,Current snapshot version generated locally without network access.
